date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.872,1,0.043,0.028,0.248,0.002,0.296,0.761,UP
0.456,6,0.255,0.034,0.417,0.002,0.313,0.752,DOWN
0.014,6,0.979,0.041,0.448,0.003,0.423,0.415,DOWN
0.903,4,0.468,0.054,0.583,0.004,0.564,0.406,DOWN
0.469,3,0.809,0.046,0.485,0.003,0.309,0.533,UP
0.022,6,0.681,0.068,0.325,0.003,0.423,0.415,DOWN
0.009,6,0.723,0.042,0.589,0.003,0.423,0.415,DOWN
0.426,4,0.511,0.087,0.504,0.003,0.423,0.415,UP
0.438,4,0.319,0.074,0.517,0.003,0.423,0.415,UP
0.027,3,0.745,0.06,0.447,0.003,0.423,0.415,DOWN
0.434,6,0.979,0.071,0.458,0.003,0.423,0.415,UP
0.425,4,0.255,0.055,0.353,0.003,0.423,0.415,DOWN
0.447,1,0.064,0.013,0.211,0.001,0.264,0.632,DOWN
0.009,1,0.638,0.042,0.423,0.003,0.423,0.415,DOWN
0.014,7,0.362,0.045,0.496,0.003,0.423,0.415,UP
0.894,1,0.745,0.031,0.457,0.002,0.254,0.903,UP
0.903,4,0.723,0.042,0.493,0.003,0.612,0.393,DOWN
0.451,4,0.553,0.039,0.595,0.002,0.624,0.38,UP
0.014,4,1.0,0.041,0.577,0.003,0.423,0.415,DOWN
0.023,4,0.213,0.051,0.226,0.003,0.423,0.415,DOWN
0.018,4,0.851,0.047,0.513,0.003,0.423,0.415,DOWN
0.022,3,0.894,0.046,0.397,0.003,0.423,0.415,DOWN
0.872,1,0.128,0.026,0.104,0.002,0.16,0.857,DOWN
0.452,1,0.064,0.033,0.277,0.002,0.371,0.682,DOWN
0.448,6,0.979,0.04,0.568,0.003,0.456,0.655,UP
0.004,2,0.915,0.044,0.472,0.003,0.423,0.415,DOWN
0.88,6,0.83,0.035,0.503,0.002,0.439,0.405,UP
0.018,6,0.489,0.055,0.412,0.003,0.423,0.415,DOWN
0.899,4,0.745,0.097,0.703,0.006,0.672,0.314,UP
0.456,4,0.809,0.041,0.711,0.003,0.595,0.521,UP
0.447,7,0.979,0.035,0.334,0.002,0.291,0.749,DOWN
0.88,5,0.085,0.033,0.187,0.002,0.267,0.585,DOWN
0.434,4,0.468,0.067,0.512,0.003,0.423,0.415,UP
0.867,2,0.83,0.03,0.451,0.002,0.485,0.659,UP
0.009,2,0.34,0.042,0.404,0.003,0.423,0.415,DOWN
0.47,5,0.468,0.044,0.611,0.003,0.536,0.271,DOWN
0.434,4,0.66,0.045,0.461,0.003,0.423,0.415,DOWN
0.43,2,0.894,0.076,0.496,0.003,0.423,0.415,DOWN
0.005,7,0.745,0.087,0.53,0.003,0.423,0.415,UP
0.443,7,0.043,0.063,0.383,0.004,0.403,0.501,DOWN
0.894,7,0.106,0.028,0.244,0.002,0.329,0.664,DOWN
0.903,4,0.702,0.086,0.579,0.006,0.574,0.438,UP
0.022,3,0.936,0.075,0.459,0.003,0.423,0.415,UP
0.469,7,0.915,0.027,0.272,0.002,0.234,0.729,DOWN
0.903,1,0.511,0.048,0.468,0.003,0.294,0.791,UP
0.46,3,0.745,0.057,0.579,0.004,0.394,0.419,UP
0.903,2,0.383,0.034,0.536,0.002,0.565,0.45,DOWN
0.434,7,0.638,0.075,0.351,0.003,0.423,0.415,UP
0.447,6,0.957,0.045,0.593,0.003,0.295,0.543,UP
0.898,4,0.085,0.069,0.36,0.004,0.436,0.629,DOWN
0.912,4,0.234,0.042,0.332,0.003,0.34,0.577,DOWN
0.013,1,0.447,0.041,0.537,0.003,0.423,0.415,DOWN
0.022,3,0.085,0.063,0.293,0.003,0.423,0.415,DOWN
0.457,7,0.085,0.025,0.199,0.002,0.334,0.637,DOWN
0.027,6,0.681,0.04,0.319,0.003,0.423,0.415,DOWN
0.439,2,0.085,0.047,0.356,0.003,0.423,0.415,DOWN
0.019,4,0.723,0.047,0.441,0.003,0.423,0.415,DOWN
0.89,3,0.511,0.026,0.519,0.002,0.517,0.447,DOWN
0.43,4,0.319,0.076,0.569,0.003,0.423,0.415,UP
0.912,7,0.468,0.034,0.354,0.002,0.228,0.839,DOWN
0.001,6,0.957,0.044,0.323,0.003,0.423,0.415,UP
0.426,2,0.043,0.085,0.552,0.003,0.423,0.415,UP
0.469,7,0.511,0.033,0.309,0.002,0.221,0.641,UP
0.032,6,0.298,0.073,0.415,0.003,0.423,0.415,UP
0.434,6,0.872,0.064,0.314,0.003,0.423,0.415,DOWN
0.032,7,0.83,0.075,0.359,0.003,0.423,0.415,DOWN
0.438,3,0.574,0.084,0.49,0.003,0.423,0.415,UP
0.022,6,0.043,0.06,0.266,0.003,0.423,0.415,DOWN
0.435,5,0.255,0.046,0.398,0.003,0.423,0.415,DOWN
0.443,2,0.511,0.053,0.469,0.004,0.522,0.331,DOWN
0.469,6,0.894,0.04,0.445,0.003,0.414,0.512,DOWN
0.018,2,0.532,0.051,0.484,0.003,0.423,0.415,DOWN
0.438,7,0.064,0.047,0.294,0.003,0.423,0.415,DOWN
0.023,5,0.83,0.091,0.432,0.003,0.423,0.415,UP
0.014,7,0.34,0.054,0.598,0.003,0.423,0.415,DOWN
0.031,7,0.34,0.075,0.277,0.003,0.423,0.415,UP
0.425,6,0.191,0.058,0.159,0.003,0.423,0.415,DOWN
0.868,3,0.234,0.029,0.227,0.001,0.275,0.662,DOWN
0.876,2,0.872,0.031,0.436,0.002,0.378,0.717,DOWN
0.867,2,0.426,0.026,0.436,0.002,0.216,0.901,DOWN
0.881,5,0.723,0.029,0.46,0.002,0.612,0.286,UP
0.461,5,0.213,0.031,0.242,0.002,0.225,0.502,DOWN
0.452,5,0.426,0.033,0.624,0.002,0.521,0.429,DOWN
0.89,3,0.298,0.086,0.628,0.006,0.728,0.264,DOWN
0.005,6,0.638,0.043,0.325,0.003,0.423,0.415,DOWN
0.439,6,0.043,0.048,0.16,0.003,0.423,0.415,DOWN
0.438,5,0.872,0.06,0.439,0.003,0.423,0.415,UP
0.885,7,0.191,0.021,0.197,0.001,0.357,0.663,DOWN
0.912,4,0.064,0.033,0.216,0.002,0.292,0.723,DOWN
0.438,3,0.021,0.044,0.306,0.003,0.423,0.415,DOWN
0.46,7,0.043,0.032,0.373,0.002,0.389,0.434,DOWN
0.438,1,0.851,0.056,0.486,0.003,0.423,0.415,DOWN
0.014,6,0.745,0.042,0.463,0.003,0.423,0.415,DOWN
0.448,6,0.277,0.043,0.441,0.003,0.391,0.537,UP
0.022,7,0.596,0.075,0.38,0.003,0.423,0.415,UP
0.005,7,0.766,0.058,0.507,0.003,0.423,0.415,DOWN
0.438,5,0.34,0.084,0.349,0.003,0.423,0.415,UP
0.894,3,0.787,0.089,0.716,0.005,0.579,0.518,UP
0.032,5,0.255,0.058,0.237,0.003,0.423,0.415,DOWN
0.014,1,0.085,0.041,0.176,0.003,0.423,0.415,DOWN
0.023,2,0.213,0.06,0.152,0.003,0.423,0.415,DOWN
0.867,5,0.66,0.029,0.452,0.002,0.338,0.689,UP
0.448,7,0.872,0.045,0.442,0.003,0.375,0.577,UP
0.434,6,0.809,0.068,0.449,0.003,0.423,0.415,UP
0.439,5,0.255,0.053,0.331,0.003,0.423,0.415,DOWN
0.452,1,0.213,0.023,0.103,0.001,0.176,0.766,DOWN
0.89,6,0.745,0.075,0.768,0.005,0.724,0.434,UP
0.005,3,0.638,0.055,0.556,0.003,0.423,0.415,DOWN
0.876,6,0.681,0.03,0.572,0.002,0.603,0.504,DOWN
0.456,5,0.936,0.03,0.469,0.002,0.463,0.655,DOWN
0.867,3,0.787,0.032,0.407,0.002,0.317,0.648,DOWN
0.005,5,0.34,0.043,0.588,0.003,0.423,0.415,DOWN
0.912,4,1.0,0.045,0.465,0.003,0.474,0.528,DOWN
0.461,1,0.043,0.03,0.386,0.002,0.308,0.516,DOWN
0.443,6,0.298,0.059,0.392,0.003,0.423,0.415,DOWN
0.009,4,0.596,0.042,0.503,0.003,0.423,0.415,DOWN
0.429,6,0.085,0.055,0.147,0.003,0.423,0.415,DOWN
0.903,7,0.872,0.044,0.372,0.003,0.325,0.567,DOWN
0.027,6,0.021,0.049,0.313,0.003,0.423,0.415,DOWN
0.438,5,0.277,0.074,0.443,0.003,0.423,0.415,UP
0.018,5,0.915,0.058,0.423,0.003,0.423,0.415,DOWN
0.009,6,0.064,0.042,0.382,0.003,0.423,0.415,UP
0.881,1,0.085,0.026,0.162,0.002,0.303,0.631,DOWN
0.474,1,0.745,0.05,0.573,0.003,0.451,0.435,UP
0.004,7,0.83,0.044,0.309,0.003,0.423,0.415,DOWN
0.005,5,0.298,0.098,0.537,0.003,0.423,0.415,UP
0.001,2,0.894,0.044,0.436,0.003,0.423,0.415,DOWN
0.031,2,0.851,0.125,0.497,0.003,0.423,0.415,UP
0.456,1,0.745,0.033,0.341,0.002,0.297,0.779,UP
0.898,6,0.319,0.051,0.534,0.003,0.472,0.66,DOWN
0.018,6,0.319,0.043,0.294,0.003,0.423,0.415,DOWN
0.464,6,0.489,0.028,0.487,0.002,0.498,0.502,UP
0.894,2,0.532,0.066,0.532,0.004,0.781,0.353,UP
0.023,3,0.851,0.077,0.458,0.003,0.423,0.415,UP
0.442,6,0.298,0.055,0.478,0.003,0.555,0.415,DOWN
0.005,7,0.681,0.075,0.351,0.003,0.423,0.415,DOWN
0.439,5,0.234,0.044,0.238,0.003,0.423,0.415,DOWN
0.474,2,0.255,0.028,0.394,0.002,0.302,0.505,DOWN
0.881,3,0.915,0.029,0.564,0.002,0.402,0.584,DOWN
0.456,7,0.511,0.036,0.379,0.002,0.317,0.653,UP
0.027,6,0.191,0.049,0.172,0.003,0.423,0.415,DOWN
0.889,5,0.234,0.035,0.276,0.002,0.319,0.768,DOWN
0.425,4,0.213,0.075,0.176,0.003,0.423,0.415,DOWN
0.027,3,0.851,0.053,0.409,0.003,0.423,0.415,DOWN
0.429,4,0.128,0.06,0.187,0.003,0.423,0.415,DOWN
0.429,5,0.383,0.071,0.548,0.003,0.423,0.415,UP
0.469,7,0.277,0.027,0.212,0.002,0.161,0.794,DOWN
0.872,7,0.553,0.037,0.486,0.003,0.348,0.75,UP
0.031,3,0.128,0.057,0.166,0.003,0.423,0.415,DOWN
0.443,5,0.638,0.049,0.555,0.003,0.569,0.4,DOWN
0.908,1,0.17,0.044,0.12,0.002,0.22,0.772,DOWN
0.867,6,0.809,0.027,0.326,0.002,0.278,0.855,DOWN
0.013,5,0.489,0.042,0.697,0.003,0.423,0.415,DOWN
0.881,7,0.085,0.025,0.124,0.001,0.211,0.799,DOWN
0.014,2,0.723,0.041,0.519,0.003,0.423,0.415,DOWN
0.912,5,0.298,0.045,0.463,0.003,0.475,0.504,DOWN
0.872,6,0.681,0.038,0.484,0.002,0.654,0.422,DOWN
0.43,6,0.681,0.052,0.315,0.003,0.423,0.415,DOWN
0.018,2,0.596,0.084,0.556,0.003,0.423,0.415,UP
0.899,6,0.787,0.056,0.579,0.004,0.586,0.488,DOWN
0.464,5,0.191,0.028,0.162,0.002,0.211,0.429,DOWN
0.894,5,0.511,0.048,0.507,0.003,0.639,0.472,DOWN
0.425,4,0.553,0.058,0.414,0.003,0.423,0.415,DOWN
0.881,6,0.574,0.029,0.487,0.002,0.628,0.533,DOWN
0.009,2,0.191,0.075,0.269,0.003,0.423,0.415,DOWN
0.895,7,0.34,0.051,0.433,0.004,0.289,0.771,DOWN
0.438,6,0.532,0.06,0.504,0.003,0.423,0.415,UP
0.438,3,0.809,0.053,0.457,0.003,0.423,0.415,DOWN
0.894,3,0.149,0.033,0.272,0.002,0.315,0.825,DOWN
0.439,2,0.021,0.05,0.255,0.003,0.423,0.415,DOWN
0.027,5,0.809,0.075,0.438,0.003,0.423,0.415,DOWN
0.434,5,0.957,0.047,0.408,0.003,0.423,0.415,DOWN
0.89,5,0.362,0.041,0.782,0.003,0.746,0.279,DOWN
0.469,7,0.064,0.044,0.277,0.003,0.37,0.32,DOWN
0.018,7,0.298,0.041,0.221,0.003,0.423,0.415,DOWN
0.429,1,0.021,0.055,0.195,0.003,0.423,0.415,DOWN
0.001,5,0.298,0.044,0.372,0.003,0.423,0.415,DOWN
0.457,6,0.894,0.033,0.56,0.002,0.497,0.49,DOWN
0.018,1,0.383,0.077,0.433,0.003,0.423,0.415,UP
0.434,7,0.766,0.055,0.291,0.003,0.423,0.415,UP
0.881,6,0.021,0.045,0.377,0.003,0.426,0.714,DOWN
0.868,1,0.745,0.029,0.381,0.002,0.267,0.838,DOWN
0.004,5,0.681,0.045,0.488,0.003,0.423,0.415,DOWN
0.031,3,0.426,0.135,0.533,0.003,0.423,0.415,UP
0.018,3,0.213,0.079,0.233,0.003,0.423,0.415,UP
0.014,4,0.362,0.062,0.483,0.003,0.423,0.415,UP
0.885,1,0.872,0.032,0.314,0.002,0.291,0.734,UP
0.438,1,0.638,0.058,0.435,0.003,0.423,0.415,DOWN
0.031,5,0.064,0.054,0.236,0.003,0.423,0.415,DOWN
0.023,5,0.872,0.05,0.357,0.003,0.423,0.415,DOWN
0.027,5,0.617,0.109,0.452,0.003,0.423,0.415,UP
0.894,4,0.468,0.076,0.684,0.005,0.601,0.473,UP
0.465,3,0.17,0.025,0.191,0.002,0.281,0.607,DOWN
0.461,6,0.723,0.026,0.37,0.002,0.298,0.422,DOWN
0.032,6,0.702,0.057,0.263,0.003,0.423,0.415,DOWN
0.443,2,0.277,0.045,0.464,0.003,0.414,0.373,DOWN
0.898,1,0.298,0.057,0.428,0.004,0.32,0.679,DOWN
0.438,3,0.191,0.05,0.226,0.003,0.423,0.415,DOWN
0.881,4,0.979,0.028,0.403,0.002,0.363,0.656,DOWN
0.014,2,0.745,0.075,0.905,0.003,0.423,0.415,DOWN
0.032,2,0.106,0.055,0.168,0.003,0.423,0.415,DOWN
0.898,6,0.426,0.09,0.658,0.006,0.612,0.477,UP
0.452,4,0.83,0.033,0.642,0.002,0.674,0.479,DOWN
0.461,6,0.298,0.028,0.227,0.002,0.27,0.449,DOWN
0.009,7,0.128,0.075,0.247,0.003,0.423,0.415,DOWN
0.439,4,0.383,0.065,0.486,0.003,0.423,0.415,DOWN
0.026,7,0.383,0.058,0.436,0.003,0.423,0.415,DOWN
0.456,5,0.574,0.037,0.585,0.002,0.615,0.48,UP
0.872,4,0.787,0.041,0.514,0.003,0.654,0.451,UP
0.433,6,0.979,0.077,0.376,0.003,0.423,0.415,UP
0.429,6,0.085,0.063,0.166,0.003,0.423,0.415,DOWN
0.912,6,0.553,0.046,0.439,0.003,0.473,0.481,DOWN
0.912,7,0.234,0.045,0.184,0.003,0.232,0.534,DOWN
0.885,2,0.234,0.027,0.163,0.002,0.168,0.693,DOWN
0.429,7,0.83,0.099,0.435,0.003,0.423,0.415,UP
0.425,6,0.574,0.119,0.466,0.003,0.423,0.415,UP
0.867,4,0.149,0.03,0.206,0.002,0.191,0.753,DOWN
0.868,4,0.447,0.035,0.641,0.002,0.558,0.566,DOWN
0.027,5,0.681,0.082,0.389,0.003,0.423,0.415,UP
0.004,3,0.809,0.075,0.493,0.003,0.423,0.415,UP
0.469,7,0.851,0.056,0.367,0.004,0.349,0.229,DOWN
0.425,6,0.979,0.057,0.358,0.003,0.423,0.415,DOWN
0.018,2,0.447,0.05,0.509,0.003,0.423,0.415,DOWN
0.474,4,0.213,0.025,0.24,0.002,0.331,0.598,DOWN
0.908,7,0.17,0.042,0.159,0.003,0.268,0.771,DOWN
0.898,1,0.83,0.085,0.707,0.005,0.542,0.771,UP
0.026,2,0.894,0.062,0.374,0.003,0.423,0.415,DOWN
0.456,3,0.872,0.031,0.456,0.002,0.435,0.663,DOWN
0.434,7,0.34,0.089,0.45,0.003,0.423,0.415,UP
0.434,5,0.511,0.043,0.509,0.003,0.423,0.415,DOWN
0.022,2,0.426,0.047,0.503,0.003,0.423,0.415,DOWN
0.457,6,0.447,0.038,0.518,0.003,0.543,0.517,DOWN
0.47,5,0.362,0.03,0.704,0.002,0.549,0.514,UP
0.908,5,0.66,0.09,0.564,0.006,0.56,0.368,UP
0.009,5,0.872,0.042,0.689,0.003,0.423,0.415,DOWN
0.434,4,0.043,0.048,0.35,0.003,0.423,0.415,DOWN
0.474,5,0.319,0.027,0.337,0.002,0.208,0.692,DOWN
0.464,6,0.064,0.028,0.24,0.002,0.337,0.582,DOWN
0.456,1,0.043,0.036,0.24,0.002,0.373,0.617,DOWN
0.425,6,0.043,0.079,0.252,0.003,0.423,0.415,UP
0.442,6,0.064,0.043,0.264,0.003,0.383,0.501,DOWN
0.018,4,0.553,0.048,0.498,0.003,0.423,0.415,DOWN
0.023,2,0.213,0.053,0.138,0.003,0.423,0.415,DOWN
0.872,2,0.532,0.033,0.688,0.002,0.639,0.728,DOWN
0.461,3,0.191,0.026,0.176,0.002,0.18,0.524,DOWN
0.872,6,0.234,0.029,0.344,0.001,0.28,0.798,DOWN
0.907,6,0.128,0.025,0.07,0.002,0.069,0.628,DOWN
0.023,7,0.511,0.073,0.319,0.003,0.423,0.415,DOWN
0.018,7,0.468,0.07,0.357,0.003,0.423,0.415,UP
0.43,7,0.021,0.082,0.233,0.003,0.423,0.415,DOWN
0.001,6,0.021,0.043,0.263,0.003,0.423,0.415,UP
0.461,7,0.021,0.031,0.364,0.002,0.317,0.354,DOWN
0.433,6,0.617,0.076,0.47,0.003,0.423,0.415,DOWN
0.895,2,0.574,0.051,0.59,0.004,0.622,0.476,DOWN
0.872,4,0.298,0.03,0.401,0.002,0.365,0.83,DOWN
0.894,5,0.83,0.029,0.577,0.002,0.632,0.375,DOWN
0.429,4,0.702,0.06,0.405,0.003,0.423,0.415,DOWN
0.027,1,0.213,0.066,0.212,0.003,0.423,0.415,UP
0.439,2,0.957,0.048,0.409,0.003,0.423,0.415,DOWN
0.89,2,0.787,0.039,0.759,0.003,0.678,0.68,DOWN
0.451,4,0.596,0.042,0.624,0.003,0.618,0.427,UP
0.019,5,0.979,0.04,0.431,0.003,0.423,0.415,DOWN
0.001,2,0.213,0.059,0.364,0.003,0.423,0.415,DOWN
0.881,6,0.936,0.048,0.426,0.003,0.436,0.515,DOWN
0.442,6,0.979,0.049,0.442,0.003,0.423,0.415,UP
0.435,5,0.255,0.047,0.232,0.003,0.423,0.415,DOWN
0.448,7,0.872,0.042,0.446,0.003,0.37,0.52,UP
0.456,7,0.277,0.038,0.229,0.002,0.222,0.749,DOWN
0.452,7,0.17,0.024,0.17,0.002,0.321,0.715,DOWN
0.443,6,0.362,0.045,0.556,0.003,0.507,0.483,DOWN
0.01,3,0.553,0.057,0.5,0.003,0.423,0.415,DOWN
0.443,7,0.362,0.045,0.349,0.003,0.27,0.593,DOWN
0.438,6,0.404,0.065,0.462,0.003,0.423,0.415,UP
0.885,4,0.17,0.03,0.176,0.002,0.267,0.682,DOWN
0.022,5,0.021,0.055,0.254,0.003,0.423,0.415,DOWN
0.89,7,0.979,0.04,0.537,0.003,0.449,0.646,DOWN
0.018,7,0.319,0.047,0.373,0.003,0.423,0.415,DOWN
0.435,7,0.489,0.048,0.331,0.003,0.423,0.415,UP
0.469,4,0.574,0.044,0.455,0.003,0.381,0.27,DOWN
0.439,5,0.638,0.072,0.466,0.003,0.423,0.415,UP
0.009,4,0.489,0.096,0.639,0.003,0.423,0.415,UP
0.434,6,0.723,0.055,0.349,0.003,0.423,0.415,DOWN
0.898,5,0.532,0.087,0.602,0.006,0.577,0.527,UP
0.469,6,0.149,0.02,0.165,0.002,0.283,0.523,DOWN
0.43,7,0.638,0.051,0.295,0.003,0.423,0.415,DOWN
0.009,5,0.362,0.122,0.57,0.003,0.423,0.415,UP
0.018,6,0.532,0.075,0.431,0.003,0.423,0.415,UP
0.014,3,0.489,0.041,0.623,0.003,0.423,0.415,DOWN
0.022,3,0.468,0.087,0.536,0.003,0.423,0.415,UP
0.027,6,0.894,0.061,0.315,0.003,0.423,0.415,DOWN
0.474,5,0.277,0.035,0.458,0.002,0.499,0.518,DOWN
0.456,3,0.787,0.057,0.685,0.004,0.519,0.563,DOWN
0.027,4,0.213,0.054,0.174,0.003,0.423,0.415,UP
0.005,5,0.043,0.075,0.387,0.003,0.423,0.415,DOWN
0.014,5,0.723,0.062,0.601,0.003,0.423,0.415,DOWN
0.474,2,0.0,0.028,0.445,0.002,0.514,0.563,DOWN
0.885,7,0.319,0.03,0.44,0.002,0.354,0.624,DOWN
0.443,5,0.894,0.042,0.428,0.003,0.332,0.563,DOWN
0.443,5,0.723,0.054,0.508,0.004,0.505,0.401,DOWN
0.01,5,0.489,0.075,0.514,0.003,0.423,0.415,UP
0.027,2,0.532,0.07,0.479,0.003,0.423,0.415,UP
0.013,4,0.255,0.041,0.365,0.003,0.423,0.415,DOWN
0.461,5,0.319,0.031,0.598,0.002,0.515,0.327,DOWN
0.425,2,0.723,0.075,0.464,0.003,0.423,0.415,UP
0.027,4,0.511,0.072,0.377,0.003,0.423,0.415,DOWN
0.894,5,0.213,0.04,0.386,0.003,0.424,0.574,DOWN
0.89,3,0.872,0.068,0.43,0.004,0.501,0.483,DOWN
0.004,1,0.426,0.047,0.518,0.003,0.423,0.415,DOWN
0.456,4,0.574,0.043,0.566,0.003,0.571,0.414,UP
0.885,5,0.915,0.027,0.394,0.002,0.395,0.694,DOWN
0.026,1,0.979,0.055,0.273,0.003,0.423,0.415,DOWN
0.438,6,0.34,0.06,0.371,0.003,0.423,0.415,UP
0.018,5,0.511,0.076,0.573,0.003,0.423,0.415,UP
0.877,4,0.787,0.029,0.444,0.002,0.379,0.626,DOWN
0.001,2,0.234,0.044,0.381,0.003,0.423,0.415,DOWN
0.908,3,0.106,0.031,0.122,0.002,0.275,0.798,DOWN
0.027,4,0.191,0.052,0.17,0.003,0.423,0.415,DOWN
0.005,4,0.489,0.042,0.625,0.003,0.423,0.415,DOWN
0.881,6,0.766,0.035,0.45,0.002,0.499,0.566,DOWN
0.456,2,0.681,0.033,0.521,0.002,0.528,0.507,DOWN
0.461,1,0.702,0.026,0.254,0.002,0.269,0.764,DOWN
0.447,3,0.638,0.033,0.511,0.002,0.409,0.729,DOWN
0.894,7,0.319,0.059,0.566,0.004,0.344,0.786,DOWN
0.009,2,0.149,0.042,0.235,0.003,0.423,0.415,DOWN
0.912,3,0.489,0.06,0.553,0.004,0.594,0.418,UP
0.908,1,0.17,0.043,0.153,0.003,0.25,0.573,DOWN
0.031,3,0.979,0.091,0.446,0.003,0.423,0.415,DOWN
0.001,3,0.128,0.044,0.265,0.003,0.423,0.415,DOWN
0.005,7,0.574,0.075,0.516,0.003,0.423,0.415,DOWN
0.881,3,0.872,0.029,0.42,0.002,0.468,0.603,DOWN
0.027,7,0.213,0.048,0.166,0.003,0.423,0.415,DOWN
0.43,3,0.532,0.072,0.549,0.003,0.423,0.415,DOWN
0.451,5,0.426,0.049,0.708,0.003,0.724,0.338,DOWN
0.005,3,0.745,0.081,0.537,0.003,0.423,0.415,UP
0.456,6,0.021,0.032,0.576,0.002,0.491,0.448,DOWN
0.018,6,0.979,0.071,0.35,0.003,0.423,0.415,UP
0.894,4,0.681,0.084,0.793,0.006,0.788,0.408,UP
0.448,6,0.723,0.043,0.539,0.003,0.545,0.414,UP
0.447,1,0.638,0.051,0.294,0.003,0.193,0.561,DOWN
0.018,3,0.468,0.058,0.561,0.003,0.423,0.415,UP
0.469,3,0.638,0.044,0.467,0.003,0.502,0.148,UP
0.009,3,0.426,0.077,0.575,0.003,0.423,0.415,UP
0.868,7,0.064,0.035,0.434,0.002,0.369,0.634,DOWN
0.456,3,0.298,0.036,0.474,0.002,0.497,0.527,DOWN
0.443,7,0.66,0.044,0.321,0.003,0.289,0.501,DOWN
0.877,7,0.085,0.027,0.108,0.002,0.263,0.746,DOWN
0.885,7,0.353,0.088,0.425,0.006,0.386,0.718,UP
0.434,3,0.894,0.079,0.41,0.003,0.423,0.415,UP
0.443,2,0.66,0.056,0.447,0.004,0.442,0.469,DOWN
0.88,5,0.043,0.037,0.332,0.002,0.367,0.587,DOWN
0.885,6,0.638,0.029,0.483,0.002,0.444,0.597,DOWN
0.018,3,0.277,0.108,0.48,0.003,0.423,0.415,UP
0.456,4,0.383,0.035,0.586,0.002,0.558,0.544,UP
0.023,5,0.191,0.046,0.152,0.003,0.423,0.415,DOWN
0.425,2,0.043,0.077,0.228,0.003,0.423,0.415,DOWN
0.461,4,0.979,0.034,0.412,0.002,0.364,0.399,DOWN
0.912,3,0.0,0.042,0.14,0.003,0.185,0.577,DOWN
0.903,6,0.043,0.071,0.419,0.005,0.354,0.598,UP
0.43,5,0.468,0.081,0.529,0.003,0.423,0.415,DOWN
0.438,5,0.021,0.053,0.421,0.003,0.423,0.415,DOWN
0.429,6,0.234,0.055,0.234,0.003,0.423,0.415,DOWN
0.014,3,0.128,0.041,0.244,0.003,0.423,0.415,DOWN
0.876,3,0.064,0.027,0.208,0.001,0.366,0.857,DOWN
0.868,6,0.128,0.019,0.228,0.001,0.279,0.813,DOWN
0.877,6,0.957,0.029,0.449,0.002,0.384,0.624,DOWN
0.001,2,0.149,0.044,0.182,0.003,0.423,0.415,DOWN
0.894,4,0.234,0.032,0.411,0.002,0.404,0.574,DOWN
0.027,4,0.17,0.048,0.103,0.003,0.423,0.415,DOWN
0.885,1,0.043,0.035,0.244,0.002,0.286,0.666,UP
0.018,7,0.979,0.043,0.284,0.003,0.423,0.415,DOWN
0.912,5,0.83,0.044,0.454,0.003,0.524,0.404,DOWN
0.027,3,1.0,0.075,0.457,0.003,0.423,0.415,UP
0.439,3,0.66,0.058,0.496,0.003,0.423,0.415,DOWN
0.461,4,0.085,0.033,0.147,0.002,0.335,0.538,DOWN
0.023,7,0.809,0.082,0.315,0.003,0.423,0.415,UP
0.001,5,0.745,0.168,0.609,0.003,0.423,0.415,UP
0.46,2,0.468,0.043,0.539,0.003,0.481,0.465,DOWN
0.456,5,0.809,0.041,0.602,0.003,0.548,0.465,UP
0.466,6,0.319,0.053,0.471,0.004,0.531,0.545,UP
0.434,7,0.936,0.068,0.293,0.003,0.423,0.415,UP
